Probe,Gene Name,Model Count,Minimum Value,Maximum Value
ENSG00000136104,RNASEH2B,,,
ENSG00000136108,CKAP2,,,
ENSG00000136111,TBC1D4,,,
ENSG00000136114,THSD1,,,
ENSG00000136141,LRCH1,,,
ENSG00000136153,LMO7,,,
ENSG00000136155,SCEL,,,
ENSG00000136158,SPRY2,,,
ENSG00000136159,NUDT15,,,
ENSG00000136160,EDNRB,,,
ENSG00000136161,RCBTB2,,,
ENSG00000136167,LCP1,,,
ENSG00000136169,SETDB2,,,
ENSG00000136371,MTHFS,,,
ENSG00000136378,ADAMTS7,,,
ENSG00000136379,ABHD17C,,,
ENSG00000136383,ALPK3,,,
ENSG00000136404,TM6SF1,,,
ENSG00000136436,CALCOCO2,,,
ENSG00000136444,RSAD1,,,
ENSG00000136463,TACO1,,,
ENSG00000136478,TEX2,,,
ENSG00000136485,DCAF7,,,
ENSG00000136490,LIMD2,,,
ENSG00000136492,BRIP1,,,
ENSG00000136636,KCTD3,,,
ENSG00000136770,DNAJC1,,,
ENSG00000137474,MYO7A,,,
ENSG00000137478,FCHSD2,,,
ENSG00000137491,SLCO2B1,,,
ENSG00000137492,THAP12,,,
ENSG00000137496,IL18BP,,,
ENSG00000137497,NUMA1,,,
ENSG00000137500,CCDC90B,,,
ENSG00000137501,SYTL2,,,
ENSG00000137502,RAB30,,,
ENSG00000137504,CREBZF,,,
ENSG00000137507,LRRC32,,,
ENSG00000137513,NARS2,,,
ENSG00000137642,SORL1,,,
ENSG00000137648,TMPRSS4,,,
ENSG00000137672,TRPC6,,,
ENSG00000137673,MMP7,,,
ENSG00000137675,MMP27,,,
ENSG00000137693,YAP1,,,
ENSG00000137699,TRIM29,,,
ENSG00000137709,POU2F3,,,
ENSG00000137710,RDX,,,
ENSG00000137714,FDX1,,,
ENSG00000137720,C11orf1,,,
ENSG00000137727,ARHGAP20,,,
ENSG00000137745,MMP13,,,
ENSG00000137747,TMPRSS13,,,
ENSG00000137752,CASP1,,,
ENSG00000137764,MAP2K5,,,
ENSG00000137766,UNC13C,,,
ENSG00000137767,SQOR,,,
ENSG00000137801,THBS1,,,
ENSG00000137802,MAPKBP1,,,
ENSG00000137804,NUSAP1,,,
ENSG00000137806,NDUFAF1,,,
ENSG00000137807,KIF23,,,
ENSG00000137809,ITGA11,,,
ENSG00000137812,KNL1,,,
ENSG00000137817,PARP6,,,
ENSG00000137818,RPLP1,,,
ENSG00000137819,PAQR5,,,
ENSG00000137821,LRRC49,,,
ENSG00000137824,RMDN3,,,
ENSG00000137831,UACA,,,
ENSG00000137841,PLCB2,,,
ENSG00000137845,ADAM10,,,
ENSG00000137857,DUOX1,,,
ENSG00000137869,CYP19A1,,,
ENSG00000137871,ZNF280D,,,
ENSG00000137872,SEMA6D,,,
ENSG00000137876,RSL24D1,,,
ENSG00000137877,SPTBN5,,,
ENSG00000137880,GCHFR,,,
ENSG00000137936,BCAR3,,,
ENSG00000137941,TTLL7,,,
ENSG00000137942,FNBP1L,,,
ENSG00000137944,KYAT3,,,
ENSG00000137947,GTF2B,,,
ENSG00000137955,RABGGTB,,,
ENSG00000137959,IFI44L,,,
ENSG00000137960,GIPC2,,,
ENSG00000137962,ARHGAP29,,,
ENSG00000137965,IFI44,,,
ENSG00000137968,SLC44A5,,,
ENSG00000137975,CLCA2,,,
ENSG00000137992,DBT,,,
ENSG00000138111,MFSD13A,,,
ENSG00000138119,MYOF,,,
ENSG00000138131,LOXL4,,,
ENSG00000138134,STAMBPL1,,,
ENSG00000138138,ATAD1,,,
ENSG00000138152,BTBD16,,,
ENSG00000138160,KIF11,,,
ENSG00000138162,TACC2,,,
ENSG00000138166,DUSP5,,,
ENSG00000138172,CALHM2,,,
ENSG00000138175,ARL3,,,
ENSG00000138180,CEP55,,,
ENSG00000138182,KIF20B,,,
ENSG00000138185,ENTPD1,,,
ENSG00000138193,PLCE1,,,
ENSG00000138207,RBP4,,,
ENSG00000138311,ZNF365,,,
ENSG00000138326,RPS24,,,
ENSG00000138336,TET1,,,
ENSG00000138346,DNA2,,,
ENSG00000138587,MNS1,,,
ENSG00000138604,GLCE,,,
ENSG00000138606,SHF,,,
ENSG00000138613,APH1B,,,
ENSG00000138615,CILP,,,
ENSG00000138623,SEMA7A,,,
ENSG00000138629,UBL7,,,
ENSG00000138834,MAPK8IP3,,,
ENSG00000139044,B4GALNT3,,,
ENSG00000139116,KIF21A,,,
ENSG00000139117,CPNE8,,,
ENSG00000139132,FGD4,,,
ENSG00000139144,PIK3C2G,,,
ENSG00000139146,SINHCAF,,,
ENSG00000139155,SLCO1C1,,,
ENSG00000139163,ETNK1,,,
ENSG00000139168,ZCRB1,,,
ENSG00000139173,TMEM117,,,
ENSG00000139174,PRICKLE1,,,
ENSG00000139178,C1RL,,,
ENSG00000139182,CLSTN3,,,
ENSG00000139190,VAMP1,,,
ENSG00000139192,TAPBPL,,,
ENSG00000139211,AMIGO2,,,
ENSG00000139219,COL2A1,,,
ENSG00000139220,PPFIA2,,,
ENSG00000139263,LRIG3,,,
ENSG00000139278,GLIPR1,,,
ENSG00000139289,PHLDA1,,,
ENSG00000139292,LGR5,,,
ENSG00000139318,DUSP6,,,
ENSG00000139324,TMTC3,,,
ENSG00000139329,LUM,,,
ENSG00000139343,SNRPF,,,
ENSG00000139354,GAS2L3,,,
ENSG00000139364,TMEM132B,,,
ENSG00000139410,SDSL,,,
ENSG00000139428,MMAB,,,
ENSG00000139433,GLTP,,,
ENSG00000139437,TCHP,,,
ENSG00000139438,FAM222A,,,
ENSG00000139496,NUP58,,,
ENSG00000139508,SLC46A3,,,
ENSG00000139514,SLC7A1,,,
ENSG00000139531,SUOX,,,
ENSG00000139546,TARBP2,,,
ENSG00000139567,ACVRL1,,,
ENSG00000139579,NABP2,,,
ENSG00000139597,N4BP2L1,,,
ENSG00000139613,SMARCC2,,,
ENSG00000139618,BRCA2,,,
ENSG00000139625,MAP3K12,,,
ENSG00000139626,ITGB7,,,
ENSG00000139629,GALNT6,,,
ENSG00000139631,CSAD,,,
ENSG00000139637,MYG1,,,
ENSG00000139645,ANKRD52,,,
ENSG00000139648,KRT71,,,
ENSG00000139668,WDFY2,,,
ENSG00000139679,LPAR6,,,
ENSG00000139684,ESD,,,
ENSG00000139687,RB1,,,
ENSG00000139718,SETD1B,,,
ENSG00000139722,VPS37B,,,
ENSG00000139734,DIAPH3,,,
ENSG00000139737,SLAIN1,,,
ENSG00000139746,RBM26,,,
ENSG00000139793,MBNL2,,,
ENSG00000139826,ABHD13,,,
ENSG00000139832,RAB20,,,
ENSG00000139835,GRTP1,,,
ENSG00000139910,NOVA1,,,
ENSG00000139915,MDGA2,,,
ENSG00000139921,TMX1,,,
ENSG00000139926,FRMD6,,,
ENSG00000139946,PELI2,,,
ENSG00000139970,RTN1,,,
ENSG00000139971,ARMH4,,,
ENSG00000139974,SLC38A6,,,
ENSG00000139988,RDH12,,,
ENSG00000139998,RAB15,,,
ENSG00000140006,WDR89,,,
ENSG00000140009,ESR2,,,
ENSG00000140022,STON2,,,
ENSG00000140030,GPR65,,,
ENSG00000140043,PTGR2,,,
ENSG00000140044,JDP2,,,
ENSG00000140090,SLC24A4,,,
ENSG00000140092,FBLN5,,,
ENSG00000140104,CLBA1,,,
ENSG00000140105,WARS1,,,
ENSG00000140157,NIPA2,,,
ENSG00000140254,DUOXA1,,,
ENSG00000140263,SORD,,,
ENSG00000140264,SERF2,,,
ENSG00000140265,ZSCAN29,,,
ENSG00000140280,LYSMD2,,,
ENSG00000140284,SLC27A2,,,
ENSG00000140285,FGF7,,,
ENSG00000140287,HDC,,,
ENSG00000140307,GTF2A2,,,
ENSG00000140319,SRP14,,,
ENSG00000140320,BAHD1,,,
ENSG00000140332,TLE3,,,
ENSG00000140365,COMMD4,,,
ENSG00000140368,PSTPIP1,,,
ENSG00000140379,BCL2A1,,,
ENSG00000140386,SCAPER,,,
ENSG00000140391,TSPAN3,,,
ENSG00000140395,WDR61,,,
ENSG00000140398,NEIL1,,,
ENSG00000140403,DNAJA4,,,
ENSG00000140406,TLNRD1,,,
ENSG00000140416,TPM1,,,
ENSG00000140443,IGF1R,,,
ENSG00000140464,PML,,,
ENSG00000140470,ADAMTS17,,,
ENSG00000140479,PCSK6,,,
ENSG00000140497,SCAMP2,,,
ENSG00000140511,HAPLN3,,,
ENSG00000140519,RHCG,,,
ENSG00000140521,POLG,,,
ENSG00000140522,RLBP1,,,
ENSG00000140525,FANCI,,,
ENSG00000140526,ABHD2,,,
ENSG00000140534,TICRR,,,
ENSG00000140543,DET1,,,
ENSG00000140545,MFGE8,,,
ENSG00000140548,ZNF710,,,
ENSG00000140563,MCTP2,,,
ENSG00000140564,FURIN,,,
ENSG00000140577,CRTC3,,,
ENSG00000140612,SEC11A,,,
ENSG00000140650,PMM2,,,
ENSG00000140678,ITGAX,,,
ENSG00000140682,TGFB1I1,,,
ENSG00000140691,ARMC5,,,
ENSG00000140740,UQCRC2,,,
ENSG00000140743,CDR2,,,
ENSG00000140749,IGSF6,,,
ENSG00000140750,ARHGAP17,,,
ENSG00000140807,NKD1,,,
ENSG00000140836,ZFHX3,,,
ENSG00000140848,CPNE2,,,
ENSG00000140853,NLRC5,,,
ENSG00000140905,GCSH,,,
ENSG00000140931,CMTM3,,,
ENSG00000140937,CDH11,,,
ENSG00000140939,NOL3,,,
ENSG00000140941,MAP1LC3B,,,
ENSG00000140945,CDH13,,,
ENSG00000140968,IRF8,,,
ENSG00000140983,RHOT2,,,
ENSG00000140988,RPS2,,,
ENSG00000140990,NDUFB10,,,
ENSG00000141012,GALNS,,,
ENSG00000141013,GAS8,,,
ENSG00000141040,ZNF287,,,
ENSG00000141052,MYOCD,,,
ENSG00000141068,KSR1,,,
ENSG00000141076,UTP4,,,
ENSG00000141084,RANBP10,,,
ENSG00000141101,NOB1,,,
ENSG00000141127,PRPSAP2,,,
ENSG00000141179,PCTP,,,
ENSG00000141198,TOM1L1,,,
ENSG00000141232,TOB1,,,
ENSG00000141252,VPS53,,,
ENSG00000141258,SGSM2,,,
ENSG00000141293,SKAP1,,,
ENSG00000141337,ARSG,,,
ENSG00000141338,ABCA8,,,
ENSG00000141349,G6PC3,,,
ENSG00000141367,CLTC,,,
ENSG00000141376,BCAS3,,,
ENSG00000141378,PTRH2,,,
ENSG00000141384,TAF4B,,,
ENSG00000141401,IMPA2,,,
ENSG00000141404,GNAL,,,
ENSG00000141424,SLC39A6,,,
ENSG00000141428,C18orf21,,,
ENSG00000141429,GALNT1,,,
ENSG00000141433,ADCYAP1,,,
ENSG00000141441,GAREM1,,,
ENSG00000141447,OSBPL1A,,,
ENSG00000141448,GATA6,,,
ENSG00000141449,GREB1L,,,
ENSG00000141458,NPC1,,,
ENSG00000141469,SLC14A1,,,
ENSG00000141480,ARRB2,,,
ENSG00000141503,MINK1,,,
ENSG00000141504,SAT2,,,
ENSG00000141506,PIK3R5,,,
ENSG00000141510,TP53,,,
ENSG00000141522,ARHGDIA,,,
ENSG00000141524,TMC6,,,
ENSG00000141526,SLC16A3,,,
ENSG00000141527,CARD14,,,
ENSG00000141540,TTYH2,,,
ENSG00000141542,RAB40B,,,
ENSG00000141543,EIF4A3,,,
ENSG00000141551,CSNK1D,,,
ENSG00000141552,ANAPC11,,,
ENSG00000141564,RPTOR,,,
ENSG00000141569,TRIM65,,,
ENSG00000141570,CBX8,,,
ENSG00000141574,SECTM1,,,
ENSG00000141576,RNF157,,,
ENSG00000141577,CEP131,,,
ENSG00000141579,ZNF750,,,
ENSG00000141582,CBX4,,,
ENSG00000141639,MAPK4,,,
ENSG00000141655,TNFRSF11A,,,
ENSG00000141668,CBLN2,,,
ENSG00000141682,PMAIP1,,,
ENSG00000141696,P3H4,,,
ENSG00000141698,NT5C3B,,,
ENSG00000141736,ERBB2,,,
ENSG00000141738,GRB7,,,
ENSG00000141741,MIEN1,,,
ENSG00000141753,IGFBP4,,,
ENSG00000141756,FKBP10,,,
ENSG00000141759,TXNL4A,,,
ENSG00000141858,SAMD1,,,
ENSG00000141867,BRD4,,,
ENSG00000141873,SLC39A3,,,
ENSG00000141905,NFIC,,,
ENSG00000141933,TPGS1,,,
ENSG00000141934,PLPP2,,,
ENSG00000141968,VAV1,,,
ENSG00000141985,SH3GL1,,,
ENSG00000142002,DPP9,,,
ENSG00000142039,CCDC97,,,
ENSG00000142046,TMEM91,,,
ENSG00000142065,ZFP14,,,
ENSG00000142089,IFITM3,,,
ENSG00000142102,PGGHG,,,
ENSG00000142208,AKT1,,,
ENSG00000142227,EMP3,,,
ENSG00000142230,SAE1,,,
ENSG00000142273,CBLC,,,
ENSG00000142279,WTIP,,,
ENSG00000142303,ADAMTS10,,,
ENSG00000142347,MYO1F,,,
ENSG00000142444,TIMM29,,,
ENSG00000142453,CARM1,,,
ENSG00000142459,EVI5L,,,
ENSG00000142494,SLC47A1,,,
ENSG00000142507,PSMB6,,,
ENSG00000142583,SLC2A5,,,
ENSG00000142599,RERE,,,
ENSG00000142623,PADI1,,,
ENSG00000142627,EPHA2,,,
ENSG00000142632,ARHGEF19,,,
ENSG00000142657,PGD,,,
ENSG00000142669,SH3BGRL3,,,
ENSG00000142676,RPL11,,,
ENSG00000142677,IL22RA1,,,
ENSG00000142686,C1orf216,,,
ENSG00000142694,EVA1B,,,
ENSG00000142733,MAP3K6,,,
ENSG00000142765,SYTL1,,,
ENSG00000142784,WDTC1,,,
ENSG00000142794,NBPF3,,,
ENSG00000142798,HSPG2,,,
ENSG00000142856,ITGB3BP,,,
ENSG00000142875,PRKACB,,,
ENSG00000142892,PIGK,,,
ENSG00000142920,AZIN2,,,
ENSG00000142945,KIF2C,,,
ENSG00000142949,PTPRF,,,
ENSG00000142973,CYP4B1,,,
ENSG00000143013,LMO4,,,
ENSG00000143028,SYPL2,,,
ENSG00000143036,SLC44A3,,,
ENSG00000143061,IGSF3,,,
ENSG00000143067,ZNF697,,,
ENSG00000143106,PSMA5,,,
ENSG00000143110,C1orf162,,,
ENSG00000143119,CD53,,,
ENSG00000143126,CELSR2,,,
ENSG00000143127,ITGA10,,,
ENSG00000143147,GPR161,,,
ENSG00000143149,ALDH9A1,,,
ENSG00000143153,ATP1B1,,,
ENSG00000143156,NME7,,,
ENSG00000143158,MPC2,,,
ENSG00000143162,CREG1,,,
ENSG00000143171,RXRG,,,
ENSG00000143179,UCK2,,,
ENSG00000143183,TMCO1,,,
ENSG00000143184,XCL1,,,
ENSG00000143194,MAEL,,,
ENSG00000143196,DPT,,,
ENSG00000143198,MGST3,,,
ENSG00000143217,NECTIN4,,,
ENSG00000143222,UFC1,,,
ENSG00000143226,FCGR2A,,,
ENSG00000143228,NUF2,,,
ENSG00000143248,RGS5,,,
ENSG00000143252,SDHC,,,
ENSG00000143256,PFDN2,,,
ENSG00000143258,USP21,,,
ENSG00000143297,FCRL5,,,
ENSG00000143314,MRPL24,,,
ENSG00000143319,ISG20L2,,,
ENSG00000143320,CRABP2,,,
ENSG00000143321,HDGF,,,
ENSG00000143322,ABL2,,,
ENSG00000143333,RGS16,,,
ENSG00000143341,HMCN1,,,
ENSG00000143344,RGL1,,,
ENSG00000143365,RORC,,,
ENSG00000143367,TUFT1,,,
ENSG00000143369,ECM1,,,
ENSG00000143374,TARS2,,,
ENSG00000143375,CGN,,,
ENSG00000143382,ADAMTSL4,,,
ENSG00000143387,CTSK,,,
ENSG00000143390,RFX5,,,
ENSG00000143416,SELENBP1,,,
ENSG00000143418,CERS2,,,
ENSG00000143436,MRPL9,,,
ENSG00000143442,POGZ,,,
ENSG00000143452,HORMAD1,,,
ENSG00000143458,GABPB2,,,
ENSG00000143469,SYT14,,,
ENSG00000143476,DTL,,,
ENSG00000143498,TAF1A,,,
ENSG00000143502,SUSD4,,,
ENSG00000143507,DUSP10,,,
ENSG00000143515,ATP8B2,,,
ENSG00000143520,FLG2,,,
ENSG00000143543,JTB,,,
ENSG00000143545,RAB13,,,
ENSG00000143546,S100A8,,,
ENSG00000143553,SNAPIN,,,
ENSG00000143554,SLC27A3,,,
ENSG00000143556,S100A7,,,
ENSG00000143570,SLC39A1,,,
ENSG00000143575,HAX1,,,
ENSG00000143578,CREB3L4,,,
ENSG00000143603,KCNN3,,,
ENSG00000143612,C1orf43,,,
ENSG00000143614,GATAD2B,,,
ENSG00000143621,ILF2,,,
ENSG00000143631,FLG,,,
ENSG00000143641,GALNT2,,,
ENSG00000143653,SCCPDH,,,
ENSG00000143669,LYST,,,
ENSG00000143702,CEP170,,,
ENSG00000143742,SRP9,,,
ENSG00000143753,DEGS1,,,
ENSG00000143771,CNIH4,,,
ENSG00000143772,ITPKB,,,
ENSG00000143774,GUK1,,,
ENSG00000143776,CDC42BPA,,,
ENSG00000143786,CNIH3,,,
ENSG00000143801,PSEN2,,,
ENSG00000143815,LBR,,,
ENSG00000143819,EPHX1,,,
ENSG00000143842,SOX13,,,
ENSG00000143845,ETNK2,,,
ENSG00000143847,PPFIA4,,,
ENSG00000143850,PLEKHA6,,,
ENSG00000143851,PTPN7,,,
ENSG00000143862,ARL8A,,,
ENSG00000146670,CDCA5,,,
ENSG00000148444,COMMD3,,,
ENSG00000148450,MSRB2,,,
ENSG00000148468,FAM171A1,,,
ENSG00000148481,MINDY3,,,
ENSG00000148488,ST8SIA6,,,
ENSG00000148498,PARD3,,,
ENSG00000148516,ZEB1,,,
ENSG00000148541,FAM13C,,,
ENSG00000148600,CDHR1,,,
ENSG00000148634,HERC4,,,
ENSG00000148655,LRMDA,,,
ENSG00000148688,RPP30,,,
ENSG00000148690,FRA10AC1,,,
ENSG00000148700,ADD3,,,
ENSG00000148730,EIF4EBP2,,,
ENSG00000148737,TCF7L2,,,
ENSG00000148773,MKI67,,,
ENSG00000148803,FUOM,,,
ENSG00000148814,LRRC27,,,
ENSG00000148834,GSTO1,,,
ENSG00000148840,PPRC1,,,
ENSG00000148841,ITPRIP,,,
ENSG00000148842,CNNM2,,,
ENSG00000148848,ADAM12,,,
ENSG00000148908,RGS10,,,
ENSG00000148926,ADM,,,
ENSG00000148935,GAS2,,,
ENSG00000148948,LRRC4C,,,
ENSG00000148950,IMMP1L,,,
ENSG00000148985,PGAP2,,,
ENSG00000149043,SYT8,,,
ENSG00000149050,ZNF214,,,
ENSG00000149054,ZNF215,,,
ENSG00000149089,APIP,,,
ENSG00000149090,PAMR1,,,
ENSG00000149091,DGKZ,,,
ENSG00000149100,EIF3M,,,
ENSG00000149115,TNKS1BP1,,,
ENSG00000149131,SERPING1,,,
ENSG00000149150,SLC43A1,,,
ENSG00000149177,PTPRJ,,,
ENSG00000149179,CSTPP1,,,
ENSG00000149196,HIKESHI,,,
ENSG00000149212,SESN3,,,
ENSG00000149218,ENDOD1,,,
ENSG00000149231,CCDC82,,,
ENSG00000149243,KLHL35,,,
ENSG00000149256,TENM4,,,
ENSG00000149257,SERPINH1,,,
ENSG00000149260,CAPN5,,,
ENSG00000149269,PAK1,,,
ENSG00000149273,RPS3,,,
ENSG00000149289,ZC3H12C,,,
ENSG00000149292,TTC12,,,
ENSG00000149294,NCAM1,,,
ENSG00000149311,ATM,,,
ENSG00000149313,AASDHPPT,,,
ENSG00000149328,GLB1L2,,,
ENSG00000149357,LAMTOR1,,,
ENSG00000149418,ST14,,,
ENSG00000149428,HYOU1,,,
ENSG00000149483,TMEM138,,,
ENSG00000149485,FADS1,,,
ENSG00000149499,EML3,,,
ENSG00000149503,INCENP,,,
ENSG00000149527,PLCH2,,,
ENSG00000149534,MS4A2,,,
ENSG00000149541,B3GAT3,,,
ENSG00000149547,EI24,,,
ENSG00000149548,CCDC15,,,
ENSG00000149554,CHEK1,,,
ENSG00000149557,FEZ1,,,
ENSG00000149564,ESAM,,,
ENSG00000149571,KIRREL3,,,
ENSG00000149573,MPZL2,,,
ENSG00000149577,SIDT2,,,
ENSG00000149582,TMEM25,,,
ENSG00000149591,TAGLN,,,
ENSG00000149743,TRPT1,,,
ENSG00000149761,NUDT22,,,
ENSG00000149781,FERMT3,,,
ENSG00000149806,FAU,,,
ENSG00000149809,TM7SF2,,,
ENSG00000149823,VPS51,,,
ENSG00000149923,PPP4C,,,
ENSG00000149925,ALDOA,,,
ENSG00000149930,TAOK2,,,
ENSG00000149932,TMEM219,,,
ENSG00000149948,HMGA2,,,
ENSG00000149968,MMP3,,,
ENSG00000150051,MKX,,,
ENSG00000150054,MPP7,,,
ENSG00000150244,TRIM48,,,
ENSG00000150275,PCDH15,,,
ENSG00000150316,CWC15,,,
ENSG00000150347,ARID5B,,,
ENSG00000150433,TMEM218,,,
ENSG00000150457,LATS2,,,
ENSG00000150459,SAP18,,,
ENSG00000150477,KIAA1328,,,
ENSG00000150593,PDCD4,,,
ENSG00000150594,ADRA2A,,,
ENSG00000150636,CCDC102B,,,
ENSG00000150637,CD226,,,
ENSG00000150672,DLG2,,,
ENSG00000150681,RGS18,,,
ENSG00000150687,PRSS23,,,
ENSG00000150760,DOCK1,,,
ENSG00000150764,DIXDC1,,,
ENSG00000150779,TIMM8B,,,
ENSG00000150782,IL18,,,
ENSG00000150867,PIP4K2A,,,
ENSG00000150893,FREM2,,,
ENSG00000150907,FOXO1,,,
ENSG00000150977,RILPL2,,,
ENSG00000150990,DHX37,,,
ENSG00000151025,GPR158,,,
ENSG00000151062,CACNA2D4,,,
ENSG00000151065,DCP1B,,,
ENSG00000151067,CACNA1C,,,
ENSG00000151117,TMEM86A,,,
ENSG00000151131,NOPCHAP1,,,
ENSG00000151135,TMEM263,,,
ENSG00000151136,BTBD11,,,
ENSG00000151150,ANK3,,,
ENSG00000151151,IPMK,,,
ENSG00000151176,PLBD2,,,
ENSG00000151208,DLG5,,,
ENSG00000151224,MAT1A,,,
ENSG00000151229,SLC2A13,,,
ENSG00000151239,TWF1,,,
ENSG00000151240,DIP2C,,,
ENSG00000151287,TEX30,,,
ENSG00000151320,AKAP6,,,
ENSG00000151322,NPAS3,,,
ENSG00000151332,MBIP,,,
ENSG00000151338,MIPOL1,,,
ENSG00000151365,THRSP,,,
ENSG00000151366,NDUFC2,,,
ENSG00000151376,ME3,,,
ENSG00000151414,NEK7,,,
ENSG00000151461,UPF2,,,
ENSG00000151465,CDC123,,,
ENSG00000151468,CCDC3,,,
ENSG00000151474,FRMD4A,,,
ENSG00000151490,PTPRO,,,
ENSG00000151491,EPS8,,,
ENSG00000151498,ACAD8,,,
ENSG00000151500,THYN1,,,
ENSG00000151553,FHIP2A,,,
ENSG00000151572,ANO4,,,
ENSG00000151575,TEX9,,,
ENSG00000151632,AKR1C2,,,
ENSG00000151640,DPYSL4,,,
ENSG00000151651,ADAM8,,,
ENSG00000151657,KIN,,,
ENSG00000151702,FLI1,,,
ENSG00000151715,TMEM45B,,,
ENSG00000151743,AMN1,,,
ENSG00000151746,BICD1,,,
ENSG00000151773,CCDC122,,,
ENSG00000151835,SACS,,,
ENSG00000151849,CENPJ,,,
ENSG00000151892,GFRA1,,,
ENSG00000151923,TIAL1,,,
ENSG00000151929,BAG3,,,
ENSG00000152078,TLCD4,,,
ENSG00000152104,PTPN14,,,
ENSG00000152137,HSPB8,,,
ENSG00000152207,CYSLTR2,,,
ENSG00000152217,SETBP1,,,
ENSG00000152219,ARL14EP,,,
ENSG00000152229,PSTPIP2,,,
ENSG00000152234,ATP5F1A,,,
ENSG00000152240,HAUS1,,,
ENSG00000152270,PDE3B,,,
ENSG00000152332,UHMK1,,,
ENSG00000152402,GUCY1A2,,,
ENSG00000152404,CWF19L2,,,
ENSG00000152465,NMT2,,,
ENSG00000152520,PAN3,,,
ENSG00000152556,PFKM,,,
ENSG00000152578,GRIA4,,,
ENSG00000152749,GPR180,,,
ENSG00000152766,ANKRD22,,,
ENSG00000152767,FARP1,,,
ENSG00000152778,IFIT5,,,
ENSG00000152782,PANK1,,,
ENSG00000152804,HHEX,,,
ENSG00000153029,MR1,,,
ENSG00000153048,CARHSP1,,,
ENSG00000153179,RASSF3,,,
ENSG00000153391,INO80C,,,
ENSG00000153485,TMEM251,,,
ENSG00000153774,CFDP1,,,
ENSG00000153815,CMIP,,,
ENSG00000153898,MCOLN2,,,
ENSG00000153902,LGI4,,,
ENSG00000153904,DDAH1,,,
ENSG00000153930,ANKFN1,,,
ENSG00000153933,DGKE,,,
ENSG00000153936,HS2ST1,,,
ENSG00000153944,MSI2,,,
ENSG00000153982,GDPD1,,,
ENSG00000154025,SLC5A10,,,
ENSG00000154027,AK5,,,
ENSG00000154065,ANKRD29,,,
ENSG00000154080,CHST9,,,
ENSG00000154096,THY1,,,
ENSG00000154114,TBCEL,,,
ENSG00000154127,UBASH3B,,,
ENSG00000154133,ROBO4,,,
ENSG00000154217,PITPNC1,,,
ENSG00000154227,CERS3,,,
ENSG00000154229,PRKCA,,,
ENSG00000154237,LRRK1,,,
ENSG00000154240,CEP112,,,
ENSG00000154258,ABCA9,,,
ENSG00000154262,ABCA6,,,
ENSG00000154263,ABCA10,,,
ENSG00000154265,ABCA5,,,
ENSG00000154358,OBSCN,,,
ENSG00000154370,TRIM11,,,
ENSG00000154380,ENAH,,,
ENSG00000154429,CCSAP,,,
ENSG00000154451,GBP5,,,
ENSG00000154493,C10orf90,,,
ENSG00000154655,L3MBTL4,,,
ENSG00000154760,SLFN13,,,
ENSG00000154839,SKA1,,,
ENSG00000154856,APCDD1,,,
ENSG00000154864,PIEZO2,,,
ENSG00000155229,MMS19,,,
ENSG00000155252,PI4K2A,,,
ENSG00000155254,MARVELD1,,,
ENSG00000155265,GOLGA7B,,,
ENSG00000155366,RHOC,,,
ENSG00000155380,SLC16A1,,,
ENSG00000155393,HEATR3,,,
ENSG00000155463,OXA1L,,,
ENSG00000155465,SLC7A7,,,
ENSG00000155629,PIK3AP1,,,
ENSG00000155957,TMBIM4,,,
ENSG00000155974,GRIP1,,,
ENSG00000156026,MCU,,,
ENSG00000156030,MIDEAS,,,
ENSG00000156042,CFAP70,,,
ENSG00000156076,WIF1,,,
ENSG00000156110,ADK,,,
ENSG00000156113,KCNMA1,,,
ENSG00000156127,BATF,,,
ENSG00000156171,DRAM2,,,
ENSG00000156218,ADAMTSL3,,,
ENSG00000156381,ANKRD9,,,
ENSG00000156384,SFR1,,,
ENSG00000156398,SFXN2,,,
ENSG00000156411,ATP5MJ,,,
ENSG00000156414,TDRD9,,,
ENSG00000156510,HKDC1,,,
ENSG00000156515,HK1,,,
ENSG00000156587,UBE2L6,,,
ENSG00000156603,MED19,,,
ENSG00000156650,KAT6B,,,
ENSG00000156689,GLYATL2,,,
ENSG00000156738,MS4A1,,,
ENSG00000156853,ZNF689,,,
ENSG00000156860,FBRS,,,
ENSG00000156869,FRRS1,,,
ENSG00000156876,SASS6,,,
ENSG00000156958,GALK2,,,
ENSG00000156968,MPV17L,,,
ENSG00000156970,BUB1B,,,
ENSG00000157045,NTAN1,,,
ENSG00000157077,ZFYVE9,,,
ENSG00000157181,ODR4,,,
ENSG00000157184,CPT2,,,
ENSG00000157216,SSBP3,,,
ENSG00000157227,MMP14,,,
ENSG00000157326,DHRS4,,,
ENSG00000157350,ST3GAL2,,,
ENSG00000157368,IL34,,,
ENSG00000157379,DHRS1,,,
ENSG00000157423,HYDIN,,,
ENSG00000157456,CCNB2,,,
ENSG00000157570,TSPAN18,,,
ENSG00000157637,SLC38A10,,,
ENSG00000157734,SNX22,,,
ENSG00000157766,ACAN,,,
ENSG00000157870,PRXL2B,,,
ENSG00000157873,TNFRSF14,,,
ENSG00000157881,PANK4,,,
ENSG00000157890,MEGF11,,,
ENSG00000157911,PEX10,,,
ENSG00000157933,SKI,,,
ENSG00000157978,LDLRAP1,,,
ENSG00000158006,PAFAH2,,,
ENSG00000158008,EXTL1,,,
ENSG00000158014,SLC30A2,,,
ENSG00000158022,TRIM63,,,
